Эталонное значение,Полученное значение,Отклонение
1.2970098544608977,0.2798226,-1.0171872664939787
0.1335690528228789,0.30468798,0.1711189240142793
-0.6727912200718322,0.17882478,0.8516160024433532
-0.5487536349616235,0.15792495,0.7066785850844568
-0.8663859707652514,0.037432343,0.9038183135329668
-0.9030367809722222,0.13377845,1.0368152338454522
0.9443062385352067,0.35144782,-0.5928584178717545
-0.7544765812248035,0.112457156,0.866933737406139
-0.08327683375388006,0.17234778,0.25562461779623846
0.1897557966564531,0.19075108,0.0009952790881758156
0.7062922222325625,0.24668872,-0.45960349866841455
1.5507680942217528,0.32314575,-1.2276223470369994
-0.44900175655456104,0.17794871,0.6269504698571733
-1.0574677167288633,0.15317976,1.210647481476483
0.14850862732612408,0.20688903,0.05838040599144184
1.0462597175133492,0.25930846,-0.7869512601387765
1.3077518243461765,0.27246326,-1.0352885622650303
0.9379947772806625,0.2519095,-0.6860852828806381
-0.5903037255456065,0.20210719,0.7924109166314219
0.42782071656593357,0.30274975,-0.12507096356758152
0.7474897120522406,0.26211327,-0.48537643890847226
1.6898842141651929,0.23191297,-1.4579712436222851
0.6665620203102787,0.34619606,-0.3203659648979862
0.4923829998303997,0.106814206,-0.3855687941838848
-0.9023986204866253,0.059853375,0.9622519954446637
0.31125826938266515,0.17783427,-0.1334239969980216
1.009333631521832,0.21743214,-0.7919014902178159
-0.4714992628994358,0.25639856,0.727897821516074
0.8277561434725751,0.2825836,-0.5451725491503705
-0.04716254809086906,0.20971107,0.2568736229199706
1.168711463025712,0.3589548,-0.8097566757713786
-0.885671574855596,0.2947188,1.1803903768308461
0.0043772626656949365,0.32803094,0.3236536812048495
-0.209142668592461,0.056440055,0.2655827239627918
-0.5209880427802778,0.32897294,0.8499609784568525
-0.4638130017806933,0.20368326,0.6674962588836596
0.43539200833906927,0.13117945,-0.3042125563966254
0.21594209081271132,0.37667155,0.16072946184536974
0.10856170270387722,0.39348936,0.28492765810544896
-0.83225764046429,0.14707077,0.9793284059595903
-0.22289517765603806,0.104640126,0.3275353038843706
0.6733964763810623,0.17753041,-0.49586606847548365
0.4367816217819185,0.38019252,-0.056589103547665554
0.37463186100339185,0.21897244,-0.1556594164690901
0.03609411400181095,0.4082811,0.37218697387355526
1.348453602601019,0.28862482,-1.0598287795076047
1.3218590771336487,0.25248414,-1.0693749343533447
1.3794272084772556,0.35585475,-1.0235724587976902
0.7126496135128623,0.26381642,-0.44883319724928195
0.740645582260501,0.30771226,-0.4329333253520843
0.8384252898714231,0.28989345,-0.5485318415186093
0.9926305259302277,0.32677877,-0.6658517564371247
-0.503946793322523,0.102069676,0.6060164692449168
0.11026262831389971,0.18086779,0.07060516286194257
-0.006366647293769706,0.21928054,0.22564718823691546
0.44293110495914,0.30967516,-0.1332559478889801
1.415931647816156,0.25421864,-1.1617130098728883
0.6007800884739595,0.18733144,-0.4134486504093843
0.623030372711916,0.36975086,-0.2532795153587055
-0.8147681573951178,0.28212988,1.096898041161292
0.9722971754788291,0.31180573,-0.6604914503811729
-0.38655758664845585,0.18037653,0.5669341163420594
-0.0942548360764991,0.1480872,0.24234203957915412
0.1699342465826978,0.22610676,0.05617251630334957
1.701505047666486,0.2208569,-1.4806481426829654
-0.12879380458076783,0.19119078,0.3199845837899048
1.4901581768486225,0.21765351,-1.2725046638939106
0.41888843183753804,0.1876384,-0.2312500298523696
-0.3640857295429225,0.21776843,0.5818541602527614
-0.6050855958329084,0.083233714,0.6883193099366072
1.0352447741910147,0.24298286,-0.7922619098111319
1.0633832871666087,0.32547355,-0.7379097401847972
-0.17624481279856263,0.06314218,0.2393869932413727
0.20588034857063076,0.16585845,-0.04002190101890346
-0.44329841446742313,0.18830615,0.6316045672880103
1.2988007429064679,0.27054513,-1.0282556178988385
0.8105450127411419,0.24311817,-0.5674268458176189
-1.4152798889816296,0.04802394,1.46330382811432
-0.22974837626658534,0.27417088,0.5039192518159017
0.5533230502806176,0.23826003,-0.3150630195341576
-1.2498687095492733,0.09515643,1.3450251407473934
-0.7085954002317709,0.18902487,0.8976202658590597
0.3159905462577762,0.21115458,-0.1048359661415042
0.5464740514553482,0.30612147,-0.24035258291134187
-0.15806443559670735,0.2929955,0.4510599480822115
0.12466773506729378,0.1366257,0.011957972082211832
1.2212618957875065,0.20025927,-1.0210026275036626
1.3675914061662917,0.25076777,-1.11682363873694
-0.06384451939893787,0.3152883,0.37913282468153064
0.2617544320107964,0.13506246,-0.12669197587981496
0.6504870859306019,0.36002624,-0.290460845581786
1.33716076402724,0.25321823,-1.0839425304418824
-0.8573637212070367,0.2829181,1.1402818167957207
-0.34990582064690756,0.15048456,0.5003903825670736
0.32856788378935153,0.29609895,-0.03246893626432712
0.5391079973301353,0.18666887,-0.3524391244968833
-0.19853653047580716,0.25993836,0.45847488973636624
0.945287393280891,0.2814309,-0.6638564931839976
-0.4115087070243524,0.26147115,0.6729798593299554
-0.45237173657986435,0.21961528,0.6719870172080686
0.5818130589557351,0.29584938,-0.28596367607838524
0.4927489139014121,0.12889612,-0.36385279669102394
1.8037414482277438,0.28723538,-1.5165060690086887
1.230719874280121,0.2914601,-0.939259777444031
0.9700037171295968,0.33553815,-0.6344655682495919
