Эталонное значение,Полученное значение,Отклонение
0.5399794848756899,0.27694476,-0.2630347283678164
1.6161660712480734,0.20402831,-1.4121377628565024
0.9161070904986969,0.3182416,-0.597865494276773
0.21868156037166453,0.34210807,0.12342651047870778
-0.5526322711491384,0.17301261,0.7256448853993215
-1.307150421250391,0.07459748,1.3817478991632939
0.8029016110766612,0.3358968,-0.46700482104904284
0.34348671408128967,0.13352251,-0.20996420355272521
0.12946831216146626,0.20096958,0.07150126467416607
1.339491649733009,0.2784381,-1.0610535584549328
0.3901543481860183,0.3343534,-0.05580096083021385
-1.5715944218757643,0.032815218,1.604409639847566
-0.6763448801410258,0.13279915,0.8091440287005961
0.1769645965931349,0.3293252,0.15236060253406236
-0.5776936362793689,0.18012923,0.7578228663017993
-0.3823755317867811,0.16070712,0.5430826479137952
1.9171753578290374,0.29758584,-1.619589512835446
0.1260817512492322,0.3019246,0.17584283504684933
-0.1707362175662811,0.17189097,0.3426271916110809
-1.0228198409701514,0.23111093,1.2539307714129615
0.8588820343982885,0.30791402,-0.550968015767307
-0.030507955714195872,0.19992757,0.23043552414986482
-0.04969526105638683,0.27564985,0.325345106656515
-0.5480954934640865,0.28425872,0.8323542167230586
0.7721459787189121,0.34153056,-0.43061541727176855
-1.1172005015446715,0.18552649,1.3027269917561584
0.2597937053725428,0.18460327,-0.07519043150398202
-0.4042269842799404,0.19529486,0.5995218413050869
-0.5405500352161672,0.27498823,0.8155382692592885
-1.2257412020280942,0.26056886,1.4863100592210874
1.3812033202089813,0.28827155,-1.0929317738451507
1.2807441113912235,0.3452373,-0.9355067966901431
0.14330032682217764,0.2072956,0.06399526977740122
0.9415333909855282,0.35807788,-0.5834555072651303
0.4851216477729049,0.30404586,-0.18107579177391198
-0.7527971562720158,0.2566089,1.0094060596800665
0.06450701545963511,0.14402115,0.0795141379903771
-0.7141335888631437,0.1338259,0.8479594870336149
-0.0571763036369604,0.29072165,0.3478979585289282
-0.09466347360810279,0.20808971,0.3027531828900242
1.2860844991153568,0.37153453,-0.9145499727672428
1.0554983485790967,0.2458669,-0.8096314538571119
-0.6534495320867405,0.15522146,0.8086709943364964
1.0595668630330355,0.28409052,-0.7754763440816195
0.33630181932178604,0.2879392,-0.048362628457223056
0.688495966485789,0.23626447,-0.45223149924640915
-0.6017327325074153,0.18635696,0.7880896942345577
0.06205590397045656,0.32349437,0.2614384707815881
0.18466632629198299,0.15646112,-0.02820520664018855
-0.8673950555697418,0.26515222,1.1325472715273834
0.14591916999970478,0.1164639,-0.02945527038727802
-0.47184567966465985,0.34650624,0.8183519176483635
0.2229318203842564,0.19874614,-0.02418567561268048
-0.4009380010112049,0.18401337,0.5849513677104237
0.03478531802463225,0.2811975,0.24641217028332063
